timestep,price
1,29.28136029635757
2,29.09380902949645
3,29.18691323834396
4,29.474400868590198
5,40.118847253863066
6,44.43741173066707
7,45.40441055444907
8,46.224737073415916
9,45.80914118797911
10,45.6054445204459
11,45.6054445204459
12,45.40441055444907
13,45.20598741917954
14,45.20598741917954
15,45.6054445204459
16,45.6054445204459
17,46.86948000527504
18,46.86948000527504
19,45.80914118797911
20,45.01012458242957
21,45.01012458242957
22,44.62588411288189
23,43.354844754774454
24,40.256192903487694
25,40.118847253863066
26,40.118847253863066
27,40.118847253863066
28,40.256192903487694
29,42.18786709850036
30,45.01012458242957
31,46.224737073415916
32,46.86948000527504
33,46.224737073415916
34,45.6054445204459
35,45.40441055444907
36,45.01012458242957
37,45.01012458242957
38,45.01012458242957
39,45.6054445204459
40,45.6054445204459
41,46.86948000527504
42,46.86948000527504
43,45.80914118797911
44,45.01012458242957
45,44.816772807689254
46,44.25131007024108
47,42.18786709850036
48,40.256192903487694
49,40.118847253863066
