index,zone,wind onshore,wind offshore,solar,utc_timestamp
t2795,DE,0.09917053282721777,0.48051391862955034,0.4791199247304046,2017-04-27 10:00:00
t2796,DE,0.11415717699985942,0.576017130620985,0.455887674603749,2017-04-27 11:00:00
t2797,DE,0.13203992689441868,0.6676659528907923,0.42903669392777016,2017-04-27 12:00:00
t2798,DE,0.1349922676788978,0.6967880085653105,0.38879641021929506,2017-04-27 13:00:00
t2799,DE,0.14548010684661886,0.7190578158458244,0.320438590142578,2017-04-27 14:00:00
t2800,DE,0.14421481793898497,0.6706638115631691,0.22244336686690308,2017-04-27 15:00:00
t2801,DE,0.13091522564318853,0.5790149892933619,0.1234710863429109,2017-04-27 16:00:00
t2802,DE,0.1164065795023197,0.4942184154175589,0.04114496634580589,2017-04-27 17:00:00
t2803,DE,0.11095177843385351,0.4381156316916488,0.003220670188897735,2017-04-27 18:00:00
t2804,DE,0.11376353156192887,0.2948608137044968,0.0,2017-04-27 19:00:00
t2805,DE,0.11275130043582174,0.22869379014989294,0.0,2017-04-27 20:00:00
t2806,DE,0.12107408969492478,0.20556745182012848,0.0,2017-04-27 21:00:00
t2807,DE,0.1275411218894981,0.145610278372591,0.0,2017-04-27 22:00:00
t2808,DE,0.12011809363137917,0.11841541755888652,0.0,2017-04-27 23:00:00
t2809,DE,0.12006185856881765,0.1,0.0,2017-04-28 00:00:00
t2810,DE,0.12129902994517082,0.10620985010706638,0.0,2017-04-28 01:00:00
t2811,DE,0.12028679881906369,0.06980728051391863,0.0,2017-04-28 02:00:00
t2812,DE,0.11280753549838324,0.06295503211991435,0.0002533111384526308,2017-04-28 03:00:00
t2813,DE,0.10507521439617602,0.07922912205567452,0.014511109502786423,2017-04-28 04:00:00
t2814,DE,0.08106284268241248,0.07002141327623126,0.09039588912209597,2017-04-28 05:00:00
t2815,DE,0.0566568255307184,0.08115631691648822,0.21393935007599335,2017-04-28 06:00:00
t2816,DE,0.046900042176296924,0.08244111349036402,0.34739813273503656,2017-04-28 07:00:00
t2817,DE,0.054379305496977365,0.10149892933618844,0.43587609466599114,2017-04-28 08:00:00
t2818,DE,0.06067763250386616,0.10235546038543897,0.44651516248100165,2017-04-28 09:00:00
t2819,DE,0.06933783213833826,0.12205567451820129,0.42465802996308893,2017-04-28 10:00:00
t2820,DE,0.07583298186419232,0.13683083511777303,0.42458565535210246,2017-04-28 11:00:00
t2821,DE,0.08364965556024181,0.13276231263383298,0.3841644351161613,2017-04-28 12:00:00
t2822,DE,0.08736116968930129,0.17944325481798715,0.3355648838387494,2017-04-28 13:00:00
t2823,DE,0.09295655841417123,0.17623126338329764,0.2829847289570819,2017-04-28 14:00:00
t2824,DE,0.10037958667229017,0.2620985010706638,0.21571252804516175,2017-04-28 15:00:00
t2825,DE,0.10015464642204415,0.30792291220556745,0.13128754432944922,2017-04-28 16:00:00
t2826,DE,0.09931112048362153,0.2646680942184154,0.050445103857566766,2017-04-28 17:00:00
t2827,DE,0.08373400815408408,0.20364025695931479,0.004052978215242093,2017-04-28 18:00:00
t2828,DE,0.09202867988190637,0.19593147751605997,0.0,2017-04-28 19:00:00
t2829,DE,0.10164487557992408,0.17109207708779442,0.0,2017-04-28 20:00:00
t2830,DE,0.10108252495430901,0.18843683083511778,0.0,2017-04-28 21:00:00
t2831,DE,0.1061155630535639,0.18265524625267665,0.0,2017-04-28 22:00:00
t2832,DE,0.11339800365527906,0.2,0.0,2017-04-28 23:00:00
t2833,DE,0.1196682131308871,0.22184154175588866,0.0,2017-04-29 00:00:00
t2834,DE,0.12641642063826797,0.26188436830835116,0.0,2017-04-29 01:00:00
t2835,DE,0.1361450864614087,0.3220556745182013,0.0,2017-04-29 02:00:00
t2836,DE,0.13392380149022914,0.35460385438972164,0.0002894984439458638,2017-04-29 03:00:00
t2837,DE,0.12998734711092366,0.35995717344753747,0.01874502424549468,2017-04-29 04:00:00
t2838,DE,0.10929284408828904,0.3340471092077088,0.10696967503799668,2017-04-29 05:00:00
t2839,DE,0.08235624912132715,0.2822269807280514,0.25432438300644133,2017-04-29 06:00:00
t2840,DE,0.10167299311120484,0.24411134903640258,0.42085836288629946,2017-04-29 07:00:00
t2841,DE,0.12169267538310137,0.17708779443254818,0.5117608742853007,2017-04-29 08:00:00
t2842,DE,0.1258540700126529,0.10578158458244111,0.5474053701961352,2017-04-29 09:00:00
t2843,DE,0.12529171938703781,0.07708779443254818,0.5767170876456539,2017-04-29 10:00:00
t2844,DE,0.11814986644172641,0.051177730192719484,0.6055945574292538,2017-04-29 11:00:00
t2845,DE,0.10431604105159567,0.023126338329764455,0.5911196352319606,2017-04-29 12:00:00
t2846,DE,0.09481231547870098,0.009207708779443255,0.5610841716725773,2017-04-29 13:00:00
t2847,DE,0.07861661746098693,0.0021413276231263384,0.4781428674820873,2017-04-29 14:00:00
t2848,DE,0.06230844931814987,0.0008565310492505353,0.35492509227762903,2017-04-29 15:00:00
t2849,DE,0.04448193448615212,0.002355460385438972,0.2063400159224144,2017-04-29 16:00:00
t2850,DE,0.0328693940672009,0.005139186295503212,0.07016718535137874,2017-04-29 17:00:00
t2851,DE,0.0372276114157177,0.034903640256959315,0.005753781573424043,2017-04-29 18:00:00
t2852,DE,0.07546745395754252,0.06638115631691649,0.0,2017-04-29 19:00:00
t2853,DE,0.1144664698439477,0.07301927194860813,0.0,2017-04-29 20:00:00
t2854,DE,0.14871362294390553,0.10835117773019272,0.0,2017-04-29 21:00:00
t2855,DE,0.18130184169829888,0.17944325481798715,0.0,2017-04-29 22:00:00
t2856,DE,0.2068325601012231,0.18265524625267665,0.0,2017-04-29 23:00:00
t2857,DE,0.23005764093912554,0.19100642398286938,0.0,2017-04-30 00:00:00
t2858,DE,0.2504147335863911,0.22740899357601713,0.0,2017-04-30 01:00:00
t2859,DE,0.2734992267678898,0.2841541755888651,0.0,2017-04-30 02:00:00
t2860,DE,0.3024321664557852,0.28137044967880087,0.0003980603604255627,2017-04-30 03:00:00
t2861,DE,0.31649093209616197,0.3134903640256959,0.02822609828472172,2017-04-30 04:00:00
t2862,DE,0.29270350063264444,0.39785867237687367,0.1658102337699935,2017-04-30 05:00:00
t2863,DE,0.21265288907633909,0.47408993576017133,0.40081059564304844,2017-04-30 06:00:00
t2864,DE,0.24476310979895965,0.5209850107066382,0.6388868784830282,2017-04-30 07:00:00
t2865,DE,0.3423590608744552,0.5730192719486081,0.8283997973510893,2017-04-30 08:00:00
t2866,DE,0.4023056375650218,0.46124197002141326,0.9435116161250633,2017-04-30 09:00:00
t2867,DE,0.3980036552790665,0.5079229122055674,0.9906274878772526,2017-04-30 10:00:00
t2868,DE,0.3630535638970898,0.538543897216274,0.9951509010639068,2017-04-30 11:00:00
t2869,DE,0.3654154365246731,0.5265524625267666,0.9635231960628211,2017-04-30 12:00:00
t2870,DE,0.3944327288064108,0.5415417558886509,0.8760222913801838,2017-04-30 13:00:00
t2871,DE,0.4369464361029102,0.6376873661670236,0.7175580806253167,2017-04-30 14:00:00
t2872,DE,0.5281597075776747,0.6785867237687366,0.49641745675616994,2017-04-30 15:00:00
t2873,DE,0.5869815830170111,0.7027837259100642,0.2557356879206774,2017-04-30 16:00:00
t2874,DE,0.6114719527625474,0.8828693790149893,0.07523340812043135,2017-04-30 17:00:00
t2875,DE,0.6184451005201743,0.892933618843683,0.0062242165448360715,2017-04-30 18:00:00
t2876,DE,0.6526641360888514,0.897644539614561,0.0,2017-04-30 19:00:00
