timestep,node,price
1,n3303,28.719578735601146
2,n3303,28.719578735601146
3,n3303,28.719578735601146
4,n3303,28.719578735601146
5,n3303,28.719578735601146
6,n3303,28.719578735601146
7,n3303,28.719578735601146
8,n3303,28.719578735601146
9,n3303,28.719578735601146
10,n3303,28.719578735601146
11,n3303,28.719578735601146
12,n3303,28.719578735601146
13,n3303,28.719578735601146
14,n3303,28.719578735601146
15,n3303,28.719578735601146
16,n3303,28.719578735601146
17,n3303,28.719578735601146
18,n3303,28.719578735601146
19,n3303,28.719578735601146
20,n3303,28.719578735601146
21,n3303,28.719578735601146
22,n3303,28.719578735601146
23,n3303,28.719578735601146
24,n3303,28.719578735601146
25,n3303,28.719578735601146
26,n3303,28.719578735601146
27,n3303,28.719578735601146
28,n3303,28.719578735601146
29,n3303,28.719578735601146
30,n3303,28.719578735601146
31,n3303,28.719578735601146
32,n3303,28.719578735601146
33,n3303,28.719578735601146
34,n3303,28.719578735601146
35,n3303,28.719578735601146
36,n3303,28.719578735601146
37,n3303,28.719578735601146
38,n3303,28.719578735601146
39,n3303,28.719578735601146
40,n3303,28.719578735601146
41,n3303,28.719578735601146
42,n3303,28.719578735601146
43,n3303,28.719578735601146
44,n3303,28.719578735601146
45,n3303,28.719578735601146
46,n3303,28.719578735601146
47,n3303,28.719578735601146
48,n3303,28.719578735601146
49,n3303,28.719578735601146
50,n3303,28.719578735601146
51,n3303,28.719578735601146
52,n3303,28.719578735601146
53,n3303,28.719578735601146
54,n3303,28.719578735601146
55,n3303,28.719578735601146
56,n3303,28.719578735601146
57,n3303,28.719578735601146
58,n3303,28.719578735601146
59,n3303,28.719578735601146
60,n3303,28.719578735601146
61,n3303,28.719578735601146
62,n3303,28.719578735601146
63,n3303,28.719578735601146
64,n3303,28.719578735601146
65,n3303,28.719578735601146
66,n3303,28.719578735601146
67,n3303,28.719578735601146
68,n3303,28.719578735601146
69,n3303,28.719578735601146
70,n3303,28.719578735601146
71,n3303,28.719578735601146
72,n3303,28.719578735601146
73,n3303,28.719578735601146
74,n3303,28.719578735601146
75,n3303,28.719578735601146
76,n3303,28.719578735601146
77,n3303,28.719578735601146
78,n3303,28.719578735601146
79,n3303,28.719578735601146
80,n3303,28.719578735601146
81,n3303,28.719578735601146
82,n3303,28.719578735601146
83,n3303,28.719578735601146
84,n3303,28.719578735601146
85,n3303,28.719578735601146
86,n3303,28.719578735601146
87,n3303,28.719578735601146
88,n3303,28.719578735601146
89,n3303,28.719578735601146
90,n3303,28.719578735601146
91,n3303,28.719578735601146
92,n3303,28.719578735601146
93,n3303,28.719578735601146
94,n3303,28.719578735601146
95,n3303,28.719578735601146
96,n3303,28.719578735601146
97,n3303,28.719578735601146
98,n3303,28.719578735601146
99,n3303,28.719578735601146
100,n3303,28.719578735601146
101,n3303,28.719578735601146
102,n3303,28.719578735601146
103,n3303,28.719578735601146
104,n3303,28.719578735601146
105,n3303,28.719578735601146
106,n3303,28.719578735601146
107,n3303,28.719578735601146
108,n3303,28.719578735601146
109,n3303,28.719578735601146
110,n3303,28.719578735601146
111,n3303,28.719578735601146
112,n3303,28.719578735601146
113,n3303,28.719578735601146
114,n3303,28.719578735601146
115,n3303,28.719578735601146
116,n3303,28.719578735601146
117,n3303,28.719578735601146
118,n3303,28.719578735601146
119,n3303,28.719578735601146
120,n3303,28.719578735601146
121,n3303,28.719578735601146
122,n3303,28.719578735601146
123,n3303,28.719578735601146
124,n3303,28.719578735601146
125,n3303,28.719578735601146
126,n3303,28.719578735601146
127,n3303,28.719578735601146
128,n3303,28.719578735601146
129,n3303,28.719578735601146
130,n3303,28.719578735601146
131,n3303,28.719578735601146
132,n3303,28.719578735601146
133,n3303,28.719578735601146
134,n3303,28.719578735601146
135,n3303,28.719578735601146
136,n3303,28.719578735601146
137,n3303,28.719578735601146
138,n3303,28.719578735601146
139,n3303,28.719578735601146
140,n3303,28.719578735601146
141,n3303,28.719578735601146
142,n3303,28.719578735601146
143,n3303,28.719578735601146
144,n3303,28.719578735601146
145,n3303,28.719578735601146
146,n3303,28.719578735601146
147,n3303,28.719578735601146
148,n3303,28.719578735601146
149,n3303,28.719578735601146
150,n3303,28.719578735601146
151,n3303,28.719578735601146
152,n3303,28.719578735601146
153,n3303,28.719578735601146
154,n3303,28.719578735601146
155,n3303,28.719578735601146
156,n3303,28.719578735601146
157,n3303,28.719578735601146
158,n3303,28.719578735601146
159,n3303,28.719578735601146
160,n3303,28.719578735601146
161,n3303,28.719578735601146
162,n3303,28.719578735601146
163,n3303,28.719578735601146
164,n3303,28.719578735601146
165,n3303,28.719578735601146
166,n3303,28.719578735601146
167,n3303,28.719578735601146
168,n3303,28.719578735601146
169,n3303,28.719578735601146
170,n3303,28.719578735601146
171,n3303,28.719578735601146
172,n3303,28.719578735601146
173,n3303,28.719578735601146
174,n3303,28.719578735601146
175,n3303,28.719578735601146
176,n3303,28.719578735601146
177,n3303,28.719578735601146
178,n3303,28.719578735601146
179,n3303,28.719578735601146
180,n3303,28.719578735601146
181,n3303,28.719578735601146
182,n3303,28.719578735601146
183,n3303,28.719578735601146
184,n3303,28.719578735601146
185,n3303,28.719578735601146
186,n3303,28.719578735601146
187,n3303,28.719578735601146
188,n3303,28.719578735601146
189,n3303,28.719578735601146
190,n3303,28.719578735601146
191,n3303,28.719578735601146
192,n3303,28.719578735601146
193,n3303,28.719578735601146
194,n3303,28.719578735601146
195,n3303,28.719578735601146
196,n3303,28.719578735601146
197,n3303,28.719578735601146
198,n3303,28.719578735601146
199,n3303,28.719578735601146
200,n3303,28.719578735601146
201,n3303,28.719578735601146
202,n3303,28.719578735601146
203,n3303,28.719578735601146
204,n3303,28.719578735601146
205,n3303,28.719578735601146
206,n3303,28.719578735601146
207,n3303,28.719578735601146
208,n3303,28.719578735601146
209,n3303,28.719578735601146
210,n3303,28.719578735601146
211,n3303,28.719578735601146
212,n3303,28.719578735601146
213,n3303,28.719578735601146
214,n3303,28.719578735601146
215,n3303,28.719578735601146
216,n3303,28.719578735601146
217,n3303,28.719578735601146
218,n3303,28.719578735601146
219,n3303,28.719578735601146
220,n3303,28.719578735601146
221,n3303,28.719578735601146
222,n3303,28.719578735601146
223,n3303,28.719578735601146
224,n3303,28.719578735601146
225,n3303,28.719578735601146
226,n3303,28.719578735601146
227,n3303,28.719578735601146
228,n3303,28.719578735601146
229,n3303,28.719578735601146
230,n3303,28.719578735601146
231,n3303,28.719578735601146
232,n3303,28.719578735601146
233,n3303,28.719578735601146
234,n3303,28.719578735601146
235,n3303,28.719578735601146
236,n3303,28.719578735601146
237,n3303,28.719578735601146
238,n3303,28.719578735601146
239,n3303,28.719578735601146
240,n3303,28.719578735601146
241,n3303,28.719578735601146
1,n3304,28.869927053140994
2,n3304,28.878538392401122
3,n3304,28.892142574559777
4,n3304,31.51628135475616
5,n3304,44.55233047747427
6,n3304,46.23630505651978
7,n3304,37.41967146157407
8,n3304,35.80974618222117
9,n3304,30.99162742466564
10,n3304,30.62624072166824
11,n3304,28.70182578640219
12,n3304,23.442689044312043
13,n3304,22.73497618288414
14,n3304,28.70175142854563
15,n3304,28.733321016776898
16,n3304,30.883269519152964
17,n3304,43.24305413856567
18,n3304,46.84889322656724
19,n3304,45.45502711080884
20,n3304,44.79681178563868
21,n3304,43.22509306038203
22,n3304,29.15729152359058
23,n3304,28.245398171297598
24,n3304,28.532671685285194
25,n3304,28.532671685285194
26,n3304,28.721267491535205
27,n3304,29.066770162025016
28,n3304,34.97955252259384
29,n3304,47.54286202492952
30,n3304,48.38543461016735
31,n3304,47.019093568028914
32,n3304,43.80556787416911
33,n3304,29.786879751586497
34,n3304,29.046678007830412
35,n3304,27.711157391312987
36,n3304,27.240343832504344
37,n3304,27.71703402450443
38,n3304,28.079623614040493
39,n3304,28.747881583114825
40,n3304,42.66981943861192
41,n3304,48.43812541518813
42,n3304,45.76062964816347
43,n3304,49.60256885565683
44,n3304,50.447820457730586
45,n3304,50.19959326012096
46,n3304,45.25280827988481
47,n3304,42.85712845462673
48,n3304,41.32454124230419
49,n3304,32.54343995516578
50,n3304,32.58094983819073
51,n3304,32.91557628146487
52,n3304,43.88604221499506
53,n3304,50.00039528764228
54,n3304,51.40518672227442
55,n3304,49.872962761158234
56,n3304,43.88604221499506
57,n3304,32.72404899151244
58,n3304,31.390428795030264
59,n3304,29.79875323270075
60,n3304,29.046678007830412
61,n3304,29.135657256036993
62,n3304,29.442104967735894
63,n3304,34.32451836569213
64,n3304,44.61840099938781
65,n3304,47.444153247892885
66,n3304,49.10803006361442
67,n3304,51.34282491979788
68,n3304,50.08975258435032
