timestep,price
1,43.52973798809863
2,42.84273223324446
3,43.354844754774454
4,43.70679039714281
5,44.816772807689254
6,46.224737073415916
7,63.78313526512761
8,64.95955713176667
9,64.95955713176667
10,64.95955713176667
11,64.16973629637819
12,63.40191949446539
13,62.6551998260416
14,62.6551998260416
15,63.78313526512761
16,64.95955713176667
17,65.77234163599735
18,65.77234163599735
19,64.95955713176667
20,50.536147823863494
21,48.48211040798274
22,46.86948000527504
23,45.6054445204459
24,45.01012458242957
25,45.01012458242957
26,44.62588411288189
27,44.816772807689254
28,45.01012458242957
29,45.20598741917954
30,48.48211040798274
31,64.95955713176667
32,66.18766052002978
33,64.95955713176667
34,64.95955713176667
35,63.78313526512761
36,50.536147823863494
37,50.2657773685534
38,62.6551998260416
39,63.78313526512761
40,64.5618375126241
41,66.18766052002978
42,65.77234163599735
43,64.95955713176667
44,50.536147823863494
45,48.00502015713104
46,46.224737073415916
47,45.20598741917954
48,45.01012458242957
49,44.62588411288189
50,44.43741173066707
51,44.25131007024108
52,44.43741173066707
53,45.01012458242957
54,46.86948000527504
55,63.78313526512761
56,64.5618375126241
57,63.78313526512761
58,62.6551998260416
59,50.2657773685534
60,48.72584129700486
61,48.48211040798274
62,48.9731303011951
63,62.6551998260416
64,63.78313526512761
65,64.95955713176667
66,64.95955713176667
67,63.78313526512761
68,48.48211040798274
69,46.224737073415916
70,45.6054445204459
71,45.01012458242957
72,45.01012458242957
73,44.62588411288189
74,44.43741173066707
75,44.43741173066707
76,44.43741173066707
77,45.01012458242957
78,46.224737073415916
79,62.6551998260416
80,64.5618375126241
81,62.6551998260416
82,48.48211040798274
83,48.00502015713104
84,46.224737073415916
85,46.224737073415916
86,46.86948000527504
87,49.47869893198411
88,64.16973629637819
89,65.77234163599735
90,65.11870915542515
91,64.95955713176667
92,49.47869893198411
93,46.86948000527504
94,46.224737073415916
95,45.40441055444907
96,45.01012458242957
97,44.62588411288189
98,44.43741173066707
99,44.43741173066707
100,44.62588411288189
101,45.01012458242957
102,46.43674713659479
103,62.6551998260416
104,64.5618375126241
105,62.6551998260416
106,48.48211040798274
107,46.86948000527504
108,46.224737073415916
109,45.6054445204459
110,45.80914118797911
111,48.00502015713104
112,57.73941206441759
113,64.5618375126241
114,64.5618375126241
115,62.6551998260416
116,48.00502015713104
117,45.80914118797911
118,45.6054445204459
119,45.01012458242957
120,45.01012458242957
121,44.62588411288189
122,44.25131007024108
123,44.25131007024108
124,44.25131007024108
125,44.25131007024108
126,44.25131007024108
127,44.816772807689254
128,45.01012458242957
129,45.01012458242957
130,45.01012458242957
131,44.43741173066707
132,44.25131007024108
133,43.70679039714281
134,44.25131007024108
135,45.01012458242957
136,45.6054445204459
137,46.86948000527504
138,46.86948000527504
139,45.6054445204459
140,45.01012458242957
141,45.01012458242957
142,45.01012458242957
143,44.43741173066707
144,44.06753468057039
145,43.354844754774454
146,42.18786709850036
147,40.395039598463406
148,40.395039598463406
149,40.395039598463406
150,40.256192903487694
151,40.395039598463406
152,43.70679039714281
153,44.25131007024108
154,43.354844754774454
155,42.18786709850036
156,40.256192903487694
157,40.118847253863066
158,40.395039598463406
159,44.25131007024108
160,45.01012458242957
161,46.224737073415916
162,48.00502015713104
163,46.86948000527504
164,45.80914118797911
165,45.6054445204459
166,45.6054445204459
167,45.40441055444907
168,45.01012458242957
169,45.01012458242957
170,44.62588411288189
171,44.62588411288189
172,45.01012458242957
173,45.20598741917954
174,48.72584129700486
175,66.18766052002978
176,67.03681486000447
177,66.18766052002978
178,64.95955713176667
179,64.5618375126241
180,62.6551998260416
181,62.6551998260416
182,63.78313526512761
183,64.95955713176667
184,66.18766052002978
185,67.47092755690105
186,67.47092755690105
187,67.03681486000447
188,64.95955713176667
189,62.6551998260416
190,48.72584129700486
191,46.86948000527504
192,45.6054445204459
193,45.20598741917954
194,45.01012458242957
195,45.01012458242957
196,45.20598741917954
197,45.80914118797911
198,62.6551998260416
199,66.60910606950293
200,67.47092755690105
201,67.03681486000447
202,67.03681486000447
203,67.03681486000447
204,67.03681486000447
205,67.03681486000447
206,66.60910606950293
207,67.03681486000447
208,67.03681486000447
209,69.27438269553012
210,68.81316037499411
211,67.03681486000447
212,64.95955713176667
213,62.6551998260416
214,48.48211040798274
215,46.224737073415916
216,45.6054445204459
217,45.01012458242957
218,45.01012458242957
219,45.01012458242957
220,45.01012458242957
221,45.6054445204459
222,50.2657773685534
223,66.18766052002978
224,67.03681486000447
225,66.60910606950293
226,66.18766052002978
227,65.3630167840344
228,64.95955713176667
229,64.16973629637819
230,64.5618375126241
231,64.95955713176667
232,64.95955713176667
233,66.60910606950293
234,66.60910606950293
235,64.95955713176667
236,62.6551998260416
237,48.00502015713104
238,46.224737073415916
239,45.20598741917954
240,45.01012458242957
241,44.62588411288189
