timestep,price
1,19.526306273729887
2,19.37914947066212
3,19.526306273729887
4,20.540129326740203
5,26.93511618720584
6,26.93511618720584
7,19.62565873160095
8,7.2
9,7.2
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,7.2
17,26.32812766145514
18,27.840789859032572
19,29.002019233009147
20,29.002019233009147
21,28.56184543621769
22,27.26642560655651
23,27.06525452712677
24,26.93511618720584
25,26.93511618720584
26,27.06525452712677
27,27.26642560655651
28,28.477387709971037
29,29.77479318049337
30,40.118847253863066
31,29.77479318049337
32,29.002019233009147
33,28.230741252790498
34,27.198554122268487
35,27.06525452712677
36,26.32812766145514
37,26.32812766145514
38,27.13150201203625
39,27.840789859032572
40,29.18691323834396
41,40.395039598463406
42,44.62588411288189
43,45.01012458242957
44,44.62588411288189
45,43.354844754774454
46,40.118847253863066
47,29.474400868590198
48,29.09380902949645
49,29.09380902949645
50,29.002019233009147
51,29.002019233009147
52,29.28136029635757
53,40.256192903487694
54,42.18786709850036
55,40.395039598463406
56,40.118847253863066
57,29.09380902949645
58,28.911516209369765
59,28.15069408756635
60,27.26642560655651
61,27.198554122268487
62,27.335131576307102
63,28.394066186319623
64,29.09380902949645
65,29.982659590417942
66,40.256192903487694
67,40.96593997557015
68,40.395039598463406
69,41.562938655630326
70,40.256192903487694
71,40.118847253863066
72,30.64595744489866
73,29.77479318049337
74,29.673175319206013
75,29.673175319206013
76,29.474400868590198
77,29.77479318049337
78,29.77479318049337
79,29.09380902949645
80,27.69173444256019
81,26.93511618720584
82,26.32812766145514
83,20.217147135904156
84,17.399710004833256
85,7.2
86,19.67571506649663
87,27.06525452712677
88,28.477387709971037
89,29.982659590417942
90,40.395039598463406
91,43.70679039714281
92,43.70679039714281
93,43.354844754774454
94,40.118847253863066
95,29.673175319206013
96,29.002019233009147
97,28.477387709971037
98,28.15069408756635
99,27.765786442020392
100,27.26642560655651
101,27.198554122268487
102,27.13150201203625
103,27.06525452712677
104,20.217147135904156
105,7.2
106,7.2
107,0.0
108,0.0
109,0.0
110,7.2
111,19.354838709677423
112,27.13150201203625
113,29.09380902949645
114,40.118847253863066
115,40.118847253863066
116,40.118847253863066
117,40.118847253863066
118,29.09380902949645
119,29.002019233009147
120,28.394066186319623
121,27.335131576307102
122,27.26642560655651
123,27.26642560655651
124,27.993725242961922
125,29.18691323834396
126,29.77479318049337
127,29.002019233009147
128,27.335131576307102
129,26.32812766145514
130,19.477006311992785
131,7.2
132,7.2
133,0.0
134,7.2
135,7.2
136,19.37914947066212
137,27.06525452712677
138,28.477387709971037
139,29.09380902949645
140,29.09380902949645
141,29.09380902949645
142,28.477387709971037
143,27.993725242961922
144,27.335131576307102
145,27.335131576307102
146,27.840789859032572
147,28.230741252790498
148,28.911516209369765
149,29.474400868590198
150,29.982659590417942
151,29.09380902949645
152,28.15069408756635
153,27.335131576307102
154,27.26642560655651
155,27.06525452712677
156,27.06525452712677
157,26.93511618720584
158,27.06525452712677
159,27.198554122268487
160,28.56184543621769
161,29.77479318049337
162,40.395039598463406
163,43.88604221499506
164,44.25131007024108
165,43.70679039714281
166,40.256192903487694
167,40.118847253863066
168,40.118847253863066
169,40.118847253863066
170,40.118847253863066
171,40.118847253863066
172,40.256192903487694
173,44.06753468057039
174,44.25131007024108
175,40.395039598463406
176,29.877942969337827
177,29.002019233009147
178,28.477387709971037
179,27.335131576307102
180,27.198554122268487
181,27.198554122268487
182,27.840789859032572
183,28.911516209369765
184,40.118847253863066
185,43.70679039714281
186,45.01012458242957
187,45.01012458242957
188,45.01012458242957
189,44.62588411288189
190,43.354844754774454
191,40.256192903487694
192,40.118847253863066
193,40.118847253863066
194,40.118847253863066
195,40.118847253863066
196,29.982659590417942
197,29.77479318049337
198,29.37717946659411
199,29.002019233009147
200,27.335131576307102
201,26.93511618720584
202,26.32812766145514
203,19.526306273729887
204,19.210245464247603
205,19.981498612395924
206,26.93511618720584
207,27.840789859032572
208,29.09380902949645
209,40.118847253863066
210,40.256192903487694
211,40.256192903487694
212,40.118847253863066
213,29.77479318049337
214,29.002019233009147
215,28.647462765113072
216,28.647462765113072
217,28.56184543621769
218,28.230741252790498
219,28.230741252790498
220,28.477387709971037
221,29.09380902949645
222,29.09380902949645
223,28.56184543621769
224,27.06525452712677
225,19.776597692730263
226,7.2
227,7.2
228,0.0
229,0.0
230,0.0
231,0.0
232,7.2
233,20.43132803632236
234,27.06525452712677
235,27.335131576307102
236,27.993725242961922
237,28.15069408756635
238,27.26642560655651
239,27.06525452712677
240,26.32812766145514
241,26.32812766145514
