timestep,biomass,hard coal,hydro,lignite,gas,uran,oil,waste,sun,wind
1,5867.789622958481,0.0,4200.577140000002,0.0,0.0,4458.578166993129,0.0,1958.4905219087127,0.0,29799.383977501446
2,5598.230986848307,0.0,4200.577140000002,0.0,0.0,4572.197855778336,0.0,1900.661880126665,0.0,30457.881103001575
3,5400.193458748747,0.0,4200.577140000002,0.0,0.0,5379.394289203187,0.0,2003.4405495497485,6.069486927697761,31249.309821325394
4,5530.6278025697775,0.0,4200.577140000002,0.0,0.0,6812.654865472178,0.0,2351.666999999998,368.72133085763977,31931.161466140908
5,5732.220469999994,71.14732974578601,4200.577140000002,1579.9432671844281,0.0,7204.026743194799,0.0,2522.322635037101,2778.30764115365,33918.36495741968
6,5520.483052004578,259.2380976512677,4200.577140000002,2011.319247228945,0.0,7194.112777077042,0.0,2646.7410580690926,7583.823916158354,35911.67647652781
7,5003.628959999995,151.1437791551358,4200.577140000002,0.0,0.0,7496.856534147394,0.0,2574.6088318948614,13436.326686190921,38581.70714898919
8,4674.234141589935,56.69899050791253,4200.577140000002,0.0,0.0,6694.0,0.0,2340.678055566552,18524.074103333558,39638.44441372266
9,4169.574402090045,0.0,4200.577140000002,0.0,0.0,5791.098030681715,0.0,2088.434536341193,21728.76320115799,40144.29787914091
10,3787.202019999994,0.0,4200.577140000002,0.0,0.0,4371.487891982767,0.0,1887.6837283847674,24763.506665006884,41678.53322819169
11,3749.7401199999936,0.0,4200.577140000002,0.0,0.0,3138.9358318031946,0.0,1643.491658867255,26305.15634464212,41955.06328200904
12,3737.021119999993,0.0,4200.577140000002,0.0,0.0,1728.2124106697906,0.0,997.9148504047048,28822.476047904718,42029.214084809304
13,3737.021119999993,0.0,4200.577140000002,0.0,0.0,1344.257393720066,0.0,924.888542933572,27643.478212199458,42237.81609388017
14,3746.8211199999937,0.0,4200.577140000002,0.0,0.0,2226.3764696527205,0.0,1113.217612974122,24755.919806347272,42090.47735005731
15,3763.453019999994,0.0,4200.577140000002,0.0,0.0,3060.6077982425372,0.0,1666.6987157216752,21592.19974528478,40806.518388017765
16,4596.758213991864,0.0,4200.577140000002,0.0,0.0,5532.179297576809,0.0,2304.8204116035727,16219.18644254037,39624.49407118927
17,5143.556619999994,12.445871806244782,4200.577140000002,610.6844186117663,0.0,7479.512878757967,0.0,2706.7749999999987,10272.606625128445,37227.84160785876
18,6315.427469999993,609.6377924253214,4200.577140000002,3537.643463939259,0.0,8030.0,0.0,2764.156701725129,4652.261730080339,33469.24126608739
19,7367.243119998197,518.6400768371743,4200.577140000002,4708.62673127902,0.0,9373.044714297284,0.0,3221.166999999999,1301.9049459911696,29629.51283781755
20,7941.422776330515,242.59023612105287,4200.577140000002,4346.644968928064,0.0,9390.0,0.0,3459.4335256705085,56.14275408120429,27936.948810416452
21,7906.999269999997,202.58292628395333,4200.577140000002,2975.2000000000003,0.0,9385.540997016255,0.0,3125.227109877347,0.0,27034.616954249726
22,7205.1258659696205,0.0,4200.577140000002,1093.2958718839063,0.0,7927.2762100096315,0.0,2606.9110417789407,0.0,27218.674234210353
23,6866.749368434045,0.0,4200.577140000002,0.0,0.0,7537.0118496703935,0.0,2302.8285636576597,0.0,26719.135020322956
24,6696.7518779948405,0.0,4200.577140000002,0.0,0.0,7454.771963724652,0.0,2122.9551325807856,0.0,26278.061979827817
25,6847.41330025358,0.0,4200.577140000002,0.0,0.0,7477.369802911242,0.0,2014.394373051493,0.0,25155.998100659777
26,7112.958754371948,0.0,4200.577140000002,0.0,0.0,7669.14921512221,0.0,1900.5736331280632,0.0,23391.085814063175
27,7877.429269999998,0.0,4200.577140000002,151.53699262021217,0.0,8118.553717926001,0.0,2543.7082204976527,3.0347434638488804,21452.864046995397
28,7966.629269999997,66.96516315909665,4200.577140000002,1782.6782997925568,0.0,10363.554262419093,0.0,2877.766999999998,391.4819068365061,19559.910523999468
29,8102.029269999998,110.897081607156,4200.577140000002,7100.350924101524,0.0,10800.0,0.0,4245.966999999997,2873.90206026489,17305.01661321019
30,8102.029269999998,201.9544883672727,4200.577140000002,9602.465267078818,0.0,10800.0,0.0,4245.966999999997,8032.965948808001,15456.791482069319
31,8102.029269999998,0.0,4200.577140000002,7335.189331384601,0.0,10800.0,0.0,4245.966999999997,14883.899318446825,14275.062769988062
32,8102.029269999998,0.0,4200.577140000002,2987.6598947888046,0.0,10800.0,0.0,4245.966999999997,21224.995786159103,13748.54493769174
33,8009.282635554968,0.0,4200.577140000002,1405.1940658145559,0.0,10800.0,0.0,2939.266999999999,25508.536185381727,14241.574238504432
34,7888.255269999998,0.0,4200.577140000002,618.4112013331244,0.0,8811.907512170439,0.0,2717.7669999999985,29236.718530720114,15437.040732122854
35,7829.287843579595,0.0,4200.577140000002,34.022741038016605,0.0,7232.85602484843,0.0,2699.7669999999985,31301.861457869305,15947.556547028065
36,7661.037272524753,0.0,4200.577140000002,0.0,0.0,6984.667008462783,0.0,2347.91937753431,32103.03373232538,15488.54163748587
37,7933.829269999997,0.0,4200.577140000002,0.0,0.0,6989.793959006142,0.0,2056.06547691569,31896.67117678366,14461.698379184269
38,7997.429269999997,0.0,4200.577140000002,0.0,0.0,8969.63346123112,0.0,2312.9744821497466,29572.057683475425,12873.885100734064
39,8018.629269999997,0.0,4200.577140000002,319.1768577316625,0.0,10800.0,0.0,3007.6469075288746,25622.339065276097,11451.39890864799
40,8102.029269999998,0.0,4200.577140000002,5515.526624610381,0.0,10800.0,0.0,4245.966999999997,19392.010733994353,9701.837622944222
41,8102.029269999998,0.0,4200.577140000002,13673.303528712508,0.0,10800.0,0.0,4245.966999999997,11953.854504100735,8078.885228806994
42,8102.029269999998,707.2835642709694,4200.577140000002,19764.5857220849,50.8,10800.0,0.0,4245.966999999997,5526.267847668814,6673.320349417985
43,8102.029269999998,2408.3627059565765,4200.577140000002,20203.6,0.0,10800.0,0.0,4245.966999999997,1499.1632711413488,6520.366297568037
44,8102.029269999998,404.0796463762407,4200.577140000002,20036.670084753598,50.8,10800.0,0.0,4245.966999999997,69.7990996685243,7976.072878000757
45,8102.029269999998,0.0,4200.577140000002,15883.43068313626,0.0,10800.0,0.0,4245.966999999997,0.0,10203.47709761511
46,8102.029269999998,0.0,4200.577140000002,10361.284163844404,0.0,10800.0,0.0,4245.966999999997,0.0,11598.226579704864
47,8102.029269999998,0.0,4200.577140000002,6728.866396851013,0.0,10800.0,0.0,4245.966999999997,0.0,12324.343470614998
48,8102.029269999998,0.0,4200.577140000002,4991.718126520288,0.0,10800.0,0.0,4245.966999999997,0.0,12480.44725471996
49,8102.029269999998,0.0,4200.577140000002,3291.8322893840027,0.0,10800.0,0.0,4245.966999999997,0.0,12832.651949647592
50,8102.029269999998,0.0,4200.577140000002,2590.4547388361634,0.0,10800.0,0.0,4245.966999999997,0.0,13458.35592122507
51,8102.029269999998,0.0,4200.577140000002,2598.354224794964,0.0,10800.0,0.0,4245.966999999997,3.0347434638488804,14142.715390443847
52,8102.029269999998,0.0,4200.577140000002,5494.0263335007,0.0,10800.0,0.0,4245.966999999997,464.31574996887866,13745.089697452018
53,8102.029269999998,42.88628630160633,4200.577140000002,12162.00625635275,0.0,10800.0,0.0,4245.966999999997,3298.766145203732,11465.937553653239
54,8102.029269999998,145.52286955924046,4200.577140000002,15022.198526498587,0.0,10800.0,0.0,4245.966999999997,9192.237951998264,8409.451338330158
55,8102.029269999998,0.0,4200.577140000002,14012.172148958243,0.0,10800.0,0.0,4245.966999999997,16668.32847518998,5771.961122595698
56,8098.787269999998,0.0,4200.577140000002,9161.20055036225,0.0,10800.0,0.0,4245.966999999997,23417.597938789888,5452.135021756066
57,8083.187269999998,0.0,4200.577140000002,5603.37584541257,0.0,10800.0,0.0,4191.966999999997,27341.521237546483,6801.658508405098
58,8083.187269999998,0.0,4200.577140000002,2715.962195933379,0.0,10800.0,0.0,4191.966999999997,28494.723753809063,10158.445969127193
59,8036.629269999997,0.0,4200.577140000002,1351.160472524242,0.0,10800.0,0.0,3056.2988947121958,28177.593061836913,13448.406213851837
60,7888.255269999998,0.0,4200.577140000002,760.7438500373685,0.0,8779.85672133099,0.0,2717.7669999999985,26371.9207008468,17157.942446581485
61,7870.1552699999975,0.0,4200.577140000002,685.7916390704438,0.0,8302.885696212303,0.0,2717.7669999999985,23359.9378129768,18922.055846470852
62,7888.255269999998,0.0,4200.577140000002,1009.7942832983969,0.0,9025.966778748785,0.0,2717.7669999999985,20082.41487201996,19331.71737951879
63,7965.755269999997,0.0,4200.577140000002,1730.2893804916116,0.0,10243.745882670308,0.0,3092.1669999999986,16290.502913940803,19326.648261003123
64,8102.029269999998,0.0,4200.577140000002,3840.0577434051856,0.0,10800.0,0.0,4245.966999999997,12281.606798196432,19122.61499551049
65,8102.029269999998,0.0,4200.577140000002,8108.655118563111,0.0,10800.0,0.0,4245.966999999997,8357.683499439829,17504.465030263207
66,8102.029269999998,0.0,4200.577140000002,13066.83850850795,0.0,10800.0,0.0,4245.966999999997,4301.748860005789,15238.27858398429
67,8102.029269999998,0.0,4200.577140000002,14735.706385694912,0.0,10800.0,0.0,4245.966999999997,1271.5575113526822,13467.29206846325
