timestep,node,price
1,n3303,46.439381013712605
2,n3303,46.439381013712605
3,n3303,46.439381013712605
4,n3303,46.439381013712605
5,n3303,46.439381013712605
6,n3303,46.439381013712605
7,n3303,46.439381013712605
8,n3303,46.439381013712605
9,n3303,46.439381013712605
10,n3303,46.439381013712605
11,n3303,46.439381013712605
12,n3303,46.439381013712605
13,n3303,46.439381013712605
14,n3303,46.439381013712605
15,n3303,46.439381013712605
16,n3303,46.439381013712605
17,n3303,46.439381013712605
18,n3303,46.439381013712605
19,n3303,46.439381013712605
20,n3303,46.439381013712605
21,n3303,46.439381013712605
22,n3303,46.439381013712605
23,n3303,46.439381013712605
24,n3303,46.439381013712605
25,n3303,46.439381013712605
26,n3303,46.439381013712605
27,n3303,46.439381013712605
28,n3303,46.439381013712605
29,n3303,46.439381013712605
30,n3303,46.439381013712605
31,n3303,46.439381013712605
32,n3303,46.439381013712605
33,n3303,46.439381013712605
34,n3303,46.439381013712605
35,n3303,46.439381013712605
36,n3303,46.439381013712605
37,n3303,46.439381013712605
38,n3303,46.439381013712605
39,n3303,46.439381013712605
40,n3303,46.439381013712605
41,n3303,46.439381013712605
42,n3303,46.439381013712605
43,n3303,46.439381013712605
44,n3303,46.439381013712605
45,n3303,46.439381013712605
46,n3303,46.439381013712605
47,n3303,46.439381013712605
48,n3303,46.439381013712605
49,n3303,46.439381013712605
50,n3303,46.439381013712605
51,n3303,46.439381013712605
52,n3303,46.439381013712605
53,n3303,46.439381013712605
54,n3303,46.439381013712605
55,n3303,46.439381013712605
56,n3303,46.439381013712605
57,n3303,46.439381013712605
58,n3303,46.439381013712605
59,n3303,46.439381013712605
60,n3303,46.439381013712605
61,n3303,46.439381013712605
62,n3303,46.439381013712605
63,n3303,46.439381013712605
64,n3303,46.439381013712605
65,n3303,46.439381013712605
66,n3303,46.439381013712605
67,n3303,46.439381013712605
68,n3303,46.439381013712605
69,n3303,46.439381013712605
70,n3303,46.439381013712605
71,n3303,46.439381013712605
72,n3303,46.439381013712605
73,n3303,46.439381013712605
74,n3303,46.439381013712605
75,n3303,46.439381013712605
76,n3303,46.439381013712605
77,n3303,46.439381013712605
78,n3303,46.439381013712605
79,n3303,46.439381013712605
80,n3303,46.439381013712605
81,n3303,46.439381013712605
82,n3303,46.439381013712605
83,n3303,46.439381013712605
84,n3303,46.439381013712605
85,n3303,46.439381013712605
86,n3303,46.439381013712605
87,n3303,46.439381013712605
88,n3303,46.439381013712605
89,n3303,46.439381013712605
90,n3303,46.439381013712605
91,n3303,46.439381013712605
92,n3303,46.439381013712605
93,n3303,46.439381013712605
94,n3303,46.439381013712605
95,n3303,46.439381013712605
96,n3303,46.439381013712605
97,n3303,46.439381013712605
98,n3303,46.439381013712605
99,n3303,46.439381013712605
100,n3303,46.439381013712605
101,n3303,46.439381013712605
102,n3303,46.439381013712605
103,n3303,46.439381013712605
104,n3303,46.439381013712605
105,n3303,46.439381013712605
106,n3303,46.439381013712605
107,n3303,46.439381013712605
108,n3303,46.439381013712605
109,n3303,46.439381013712605
